timestamp,open,high,low,close,volume
2021-09-01,20.344680632218434,27.408353996072826,20.344680632218434,25.593608856201172,1540500.0
2021-09-02,25.080927013084622,26.212090984051805,23.762592315673828,23.762592315673828,1611200.0
2021-09-03,23.949762034628886,23.949762034628886,22.89997560476263,23.412662506103516,1720500.0
2021-09-07,23.990453468977332,24.405485251546665,23.39638900756836,23.39638900756836,1484900.0
2021-09-08,23.32314660381536,23.8032812907778,23.152251996003105,23.599834442138672,1702600.0
2021-09-09,23.209218498935172,23.59983610329496,22.12688125007801,22.948806762695312,1130100.0
2021-09-10,22.802323031484978,22.997631818748133,21.972259521484375,21.972259521484375,1162500.0
2021-09-13,21.589779226982106,22.48494408154791,21.57350310725424,22.297773361206055,898600.0
2021-09-14,21.972257467416615,23.16038620023979,21.003850129613756,21.158470153808594,2357600.0
2021-09-15,20.784127348584118,20.91433318590441,18.139318755729622,20.271440505981445,7906800.0
2021-09-16,19.530894181999976,20.24702628571586,19.530894181999976,20.10054588317871,3065000.0
2021-09-17,20.303994362786078,21.20729723730736,20.303994362786078,20.686473846435547,4088500.0
2021-09-20,19.945928935317433,21.56536564055453,19.555311364161764,21.239850997924805,15028400.0
2021-09-21,21.077092001713396,21.980396454644715,20.832956418196048,21.589778900146484,9939100.0
2021-09-22,21.809502951339446,21.931572310089184,21.182887797015816,21.459575653076172,8743100.0
2021-09-23,21.337508176193403,21.89088393711923,20.73530559876721,21.687437057495117,5527100.0
2021-09-24,21.695571859950466,23.038320753333874,21.597918241618732,22.704668045043945,4745400.0
2021-09-27,22.745360623560032,23.09528793515782,22.159432646198013,22.346603393554688,3571900.0
2021-09-28,21.972258302167624,22.118740272530264,21.459572958074563,21.78508758544922,4744200.0
2021-09-29,21.793228268972598,21.903089759971458,21.11778475378344,21.768814086914062,4555200.0
2021-09-30,21.581639929407032,21.622328674216988,21.077091112012567,21.158470153808594,2552200.0
2021-10-01,21.158471943400624,21.25612711225079,20.808543120603872,21.182886123657227,2021600.0
2021-10-04,20.971302992703713,21.516540647166458,20.751580008328492,21.49212646484375,1673800.0
2021-10-05,21.35378455244759,21.793230562694408,21.060820545616377,21.467714309692383,2268400.0
2021-10-06,20.946889724111067,22.094329956332633,20.946889724111067,22.012950897216797,2540500.0
2021-10-07,21.96412044532689,22.73721905063637,21.809500413829756,22.403566360473633,2645100.0
2021-10-08,22.29777374841364,22.81859872351623,22.20825819270832,22.582599639892578,2069600.0
2021-10-11,22.41983949088141,23.249902909283414,22.41983949088141,22.973215103149414,943300.0
2021-10-12,22.94880165197173,23.192937212283244,22.704664539484178,23.013904571533203,1320600.0
2021-10-13,22.948802853698613,23.20921454558111,22.58259794187878,23.087146759033203,859300.0
2021-10-14,23.095284978031966,23.64866064038555,22.956941062443573,23.477766036987305,1476500.0
